SITE_ID,IGBP,GPP_NT_day,GPPsat,NEP_95,NEP_99,RECOmax,EF,EFampl,Gsmax,G1,uWUE,GPPsat_std,wLL,wLMA,wSSD,wNmass,wNarea,Hc,LAImax,P,latitude,longitude,Precip,Ta,SW_IN,VPD,CSWI,n_year,APAR,APARmax,fPAR,APARpeak,GPP_k_LAI,APAR_Nmass,APARpeak_Nmass,APARmax_Nmass,PNUEmass,APAR_Narea,APARpeak_Narea,APAR_N,PNUEarea,PNUE,GPP_LAI,LAI_Hc,LAI_fPAR,LAI_Hc_fPAR,WUEet,WUEt,WUEtmax,pWUEt
AR-Vir,ENF,26.540902313654044,43.72059803989744,23.902179908752437,28.09666499455771,17.593900680541992,0.8115245685389991,0.2977002749579024,NA,NA,4.324994039418105,0.8585814126729517,48,0.1544619631042483,0.4894504670583487,NA,NA,14.4,NA,NA,-28.2395,-56.1886,0,21.682960712189395,86.57405235228352,0.955953030626743,NA,3,409.20099680603704,593.1752930124517,0.8275077751007811,397.56877257567197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT-Neu,GRA,24.194709014152284,41.999631346579285,25.165905423597852,29.401646189256155,14.395240020751954,0.8373338285513606,0.2671991303658263,0.01641044568196892,1.7633893982749858,4.657602786091883,4.137492182248468,5,0.0368927,0.0105967,2.8821600000000003,1.0633066423200002,0.7,6.5,53.70163942,47.1167,11.3175,7331.383054312319,6.759717987419153,135.73481197870368,0.3244140357973944,0.41737726723189333,11,418.9402559999218,508.0047050713631,0.6946304940870122,390.7006199766695,1.6285024346879717,145.35634940458607,135.55826879030639,176.2583288475876,1457.2276121582174,393.9975914058501,367.4392733259056,477.75936390556285,39.49907738274015,6.0767811358061765,6.461481745627582,9.285714285714286,9.357493020146311,6.450140302236542,178.75587461930297,9.509513568253835,36.45793287218576,9.663485183026905
AU-Ade,WSA,13.767389758300538,26.856630895912083,19.60529691378275,22.36222408930461,6.403810024261475,0.6841323251549326,0.2338329764770707,NA,NA,2.4039380678498152,3.5517950439310413,NA,NA,NA,NA,NA,12.5,2.04,NA,-13.0769,131.1178,0,27.21994680109016,237.93566690347498,1.4904200920415733,NA,3,337.41527955343366,382.1516108738426,0.458569418303114,324.74959408668155,9.684365211161865,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.165015145054943,0.1632,4.4486176325250755,0.07483852906706821,NA,NA,NA,NA
AU-ASM,ENF,4.571901953709089,8.006433762835268,5.747710937261579,6.907853755950929,3.0408020496368455,0.2706185567010309,0.2018330421443248,NA,NA,2.554115892331259,4.102996764534859,NA,0.2563719170396943,0.9227629819379074,1.776367962,4.554108597858349,6.5,0.47,29.17757597,-22.283,133.249,1416.6000096201897,22.804980526183083,261.3817781737162,2.123761073565112,-2.0786002985877268,5,159.4920092511574,193.05697516203705,0.20585585558668507,144.8091739433457,6.329653142380872,89.78545699033353,81.51980729280103,108.68073467429326,450.7193292216823,35.02156477475337,31.79747931602791,42.39182509895033,1.758068256562972,3.7405707586446217,17.034965452840996,0.07230769230769231,2.2831509876680913,0.014884961865498767,35.703154915729264,2.8067742732652823,4.872309758392908,3.296629833221495
AU-Cpr,SAV,3.9014890007991476,6.617033280486454,5.169855079650878,6.779733930587762,1.9725439548492438,0.22808618260980917,0.1680839453216031,0.0029980390486247415,2.803179148116919,2.7419090404653574,2.7116535479639876,24,0.267153683974828,1.013,1.242740999,3.3200283610940806,3,0.782,26.99151526,-34.0021,140.5891,1341.6000116169453,17.46504157773593,215.8424886242775,1.2425251942002735,-1.226381124087081,5,199.30575977408236,240.66480808738424,0.30270501432011143,188.25964208091517,4.475630002772597,160.3759431244791,151.48743159870207,193.65644835170056,532.4547339961425,60.03134253600268,56.70422707439649,72.48878079103989,1.993065287642868,2.54867683841799,8.461679386811321,0.26066666666666666,2.5833731289731223,0.07890510706610904,50.71723106446167,4.505768467629495,7.352521026705741,4.165795038384206
AU-Cum,EBF,7.815285853672352,13.57286310775761,11.27750473022461,16.19724151611328,4.531291961669924,0.4294294294294294,0.2218347197510686,NA,NA,2.263656436746981,2.8960832044075433,NA,NA,NA,1.1,NA,23,2.0332,46.2030307,-33.6133,150.7225,1283.5000073313713,18.64259318173743,192.6959071641021,0.8581112225016486,-4.148825351125423,3,300.7677800380859,393.0001345169082,0.5214490268329555,285.04915381291715,4.910974721079853,273.42525458007805,259.1355943753792,357.2728495608256,1233.8966461597827,NA,NA,NA,NA,NA,6.675616322918361,0.08839999999999999,3.8991347099614573,0.04609609397203326,47.634255673197075,4.09051222047785,7.346288890450047,3.8589410530536643
AU-DaP,GRA,17.49934903309063,30.78575670409638,23.27708089011056,26.949261192594257,6.680140018463135,0.7793427230046949,0.23525343747457494,NA,NA,2.8555628250222593,5.414250211397069,NA,NA,NA,NA,NA,1,NA,98.60166949,-14.0633,131.3181,5941.980006486177,25.415064309058746,248.90799488351837,1.4099492972582242,-5.8708457133367595,7,412.81432345493823,503.318648390997,0.45412021929915514,430.64036362702495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.914669021527864,3.323543640129845,4.665440481874537,3.2816219690783255
AU-DaS,SAV,10.588559614731377,22.808764390715954,16.081599514825,21.126452843802298,5.831389904022217,0.475284421460892,0.28076258036683455,NA,NA,3.228244219612451,2.7078918160376793,NA,NA,NA,NA,NA,16.4,1.8768,94.55115198,-14.1593,131.3881,6176.980018034577,26.62574400665498,239.0973891671914,1.6483027008166597,-25.142304966294276,7,311.80387820843964,399.51968548197755,0.4486634279541663,329.70900873175214,8.924005252915517,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.153007454558798,0.11443902439024391,4.183091117004809,0.05134460497465728,42.91231303720641,3.697863934568035,4.909310449132711,3.4353660838986224
AU-Dry,SAV,8.725856056387528,14.997677259245123,10.903552423204694,13.311600776399887,4.095670223236084,0.5178571428571429,0.31567123722822243,NA,NA,2.725896776201677,3.943872907872622,NA,NA,NA,NA,NA,12.3,1.66,70.09039984,-15.2588,132.3706,3351.870010316372,26.984031211407704,255.58052048095183,1.85114857998889,-17.042158728602175,7,305.7127885728458,362.7190720403439,0.45103274821463835,296.4968240701213,6.53972646537456,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.034745336894652,0.13495934959349593,3.6804422884389667,0.0608710863444146,39.55261217740693,3.084393328810557,4.546998206281406,2.851475253829397
AU-Emr,GRA,4.525062782705062,11.532589710094875,10.166952896118163,14.514918174743645,2.4709300994873047,0.2931270666036845,0.22385117437104202,NA,NA,2.672368075714074,3.502169486556344,NA,NA,NA,NA,NA,0.6,NA,51.63611099,-23.8587,148.4746,1581.5000062510371,21.339650240459942,206.9530808800292,1.35082542307462,-4.116941650033508,3,260.5259608911348,344.5184087032898,0.38704044522762254,235.2026086667768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.234804778972936,3.6975468826868725,5.030411157454535,3.3589122567323044
AU-Fog,WET,7.4838779781277145,13.883995916335273,10.961003398895263,13.192624025344848,2.705242085456848,0.8765236938227711,0.13647678974483357,NA,NA,1.1522620581031244,1.6796634012835066,NA,NA,NA,NA,NA,1,3.4408,NA,-12.5452,131.3072,0,25.347114108584254,246.9131444472511,1.0877625217516689,NA,3,363.41047985869983,436.5696558256173,0.48224366238127764,386.4650502204291,2.4851594037562945,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.035106927556171,3.4408,7.1349823095852125,1.6593039935215,NA,NA,NA,NA
AU-Gin,WSA,7.001116719638563,11.725750745320935,9.219180560112,10.883215279579165,3.1554200649261475,0.30114942528735633,0.21325307817540556,NA,NA,3.2204781334292942,0.6212067447377456,NA,NA,NA,NA,NA,6.8,1.4076,40.37722403,-31.3764,115.7138,1548.100014962256,19.43927961734249,237.12587564630567,1.084676628838078,-3.262292201635032,4,314.4873643122468,349.91319317129626,0.40848468400292387,288.6120656338314,5.800750708833623,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.330314539159517,0.207,3.445906432051011,0.08455632958860523,51.09779485136214,4.320320684433451,6.999333200956886,4.936808292443973
AU-How,WSA,13.377297060791916,27.335584070453233,20.959716231482364,26.990986754553656,5.480889797210693,0.6199824868651489,0.2745204332517217,NA,NA,2.5501967185407635,2.9967760213426304,7.677056565982854,0.15252013804673847,0.9574456623717948,NA,NA,16,2.4,124.6936683,-12.4943,131.1523,17172.440040275455,26.682333505666186,234.61727990431933,1.2497723375251624,-13.872493362915396,14,353.5331753971995,437.534342234158,0.5217230006591022,372.91165924997813,8.233319701259909,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.389826696022181,0.15,4.600142215252224,0.07825845009886533,36.162473424882045,3.1135847014386977,4.790986382608229,3.4337453328228786
AU-RDF,WSA,12.190140452758516,18.67330614116933,15.832295068105058,19.312760295867914,6.1440639972686775,0.6464030549396403,0.21519674927103427,NA,NA,2.5531238107681755,2.0681516985964845,NA,NA,NA,NA,NA,16,NA,28.09999924,-14.5636,132.4776,1802.3999985456467,26.7130763860447,244.2522592420318,1.7257144151337822,-5.1200605482945,3,306.71364713210977,364.63713024553573,0.42885929879193446,327.2657771502482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.1102203950488,2.8378714440386776,3.8329203353022874,2.6878019608965937
AU-Rig,GRA,12.123117577958862,25.072909219975855,17.977348852157593,20.678900165557863,4.272828006744385,0.6229937344433955,0.21718419006247813,NA,NA,2.6561390865117813,6.879933681815137,NA,NA,NA,NA,NA,0.4,NA,33.20462759,-36.6499,145.5759,1562.6000164598227,15.568431073203904,198.4023057294246,0.8949554645296897,-17.426296071960685,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AU-Stp,GRA,6.15396914785995,11.29751530707595,9.439530495234896,11.474648308072767,2.498824930191041,0.5404333541927409,0.23366805421757703,NA,NA,1.9023534332489764,3.0941359966236623,NA,NA,NA,NA,NA,1,NA,69.46613781,-17.1507,133.3502,4431.200006339699,26.21824689305101,262.4833991038313,2.08183976616263,-10.208555075867768,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AU-Tum,EBF,20.470609698424447,40.58928606103891,33.59171000889369,48.34487852913994,11.867500305175781,0.5367647058823529,0.2375505128144545,0.026120099738151714,1.8215292982147155,3.2945966572998224,4.78921557246038,2,0.11998089635747285,0.57241744985,NA,NA,41,NA,NA,-35.656150339999996,148.1518464,12960.20005338639,9.519625574002053,194.77264051710975,0.4610703880368914,-6.276464497065911,14,599.9576958499154,703.7346782940482,0.8416487305967653,577.7931110373502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,236.05040362908827,9.576392982238202,30.856732657937346,10.610901517610682
AU-Wac,EBF,12.942175921400016,25.09434447046487,23.973142695426937,34.17148109436032,4.9832901000976575,0.47560975609756095,0.25934546467284436,0.02153655492596885,3.7317264304378006,2.2501898539994025,2.153453472349736,NA,0.1865540963227917,0.5269192571428571,NA,NA,80,5.01,197,-37.4259,145.1878,3584.960010755807,10.819049279348537,133.9247993158308,0.4378629727335581,4.0989683291349515,4,415.1264703217626,467.11689733506944,0.8228937253008496,359.31626236692244,2.0495955906741607,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.008851191709555,0.062625,6.088270995344321,0.05153371954696571,111.99463140591799,8.590109490749047,44.19257874404151,7.297546632116706
AU-Whr,EBF,8.328209149741681,14.42743706004356,11.021640038490295,13.667638378143312,3.4700000286102295,0.31519624429030624,0.2174426693281964,NA,NA,3.2203883395387862,1.9386421469916069,NA,NA,NA,NA,NA,28,1.4076,NA,-36.6732,145.0294,0,15.938058312613364,202.0353444879015,0.898129216123921,NA,4,298.7108155605103,335.7713287875214,0.4314840030484936,266.7357298819105,7.137279955067777,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.249671113983775,0.05027142857142857,3.262229862648703,0.021691317238966414,NA,NA,NA,NA
AU-Wom,EBF,14.34194649854598,25.59945322470419,19.75380579948425,22.978317043304447,5.298443984985351,0.5061445237286216,0.24259485819675897,0.01693275175518625,2.879987798453942,2.6408466851411485,3.7264779387778124,30,0.1689061357392122,0.6062972964078772,1.25,2.1113266967401527,22,6.4124,73.10299997,-37.4222,144.0944,4112.900044145063,11.366308086464036,177.187616102985,0.40331778123398676,-1.2520188153797835,5,589.940614768808,689.7729702025463,0.8533602143546544,574.4900623128254,1.0370405097444644,471.9524918150464,459.59204985026037,551.818376162037,2047.9562579763353,279.41702043538066,272.0990849970433,326.7012022665854,12.124818610132316,1.8908394064831133,3.9921797181561027,0.29147272727272727,7.514294540728404,0.24873122902399025,91.47701243345941,6.4064086829091895,13.877045535624138,5.936526767148864
BE-Bra,MF,12.892051454491112,26.5946446418569,19.354431689580277,24.40339213689167,6.047943067550662,0.38439778168970556,0.23001272232428838,0.008152517777485553,1.4090003167127874,4.242564542052334,4.672679432313702,26.213745188306948,0.1669024920254137,0.550835595872132,2.313809524,3.861805756277363,21.7,2.1,70.34972099,51.3092,4.5206,14171.010025555268,10.900341888549445,116.94971263606982,0.33313248268395845,2.348045156350912,16,432.99807806296485,516.474656268361,0.7212222981934454,425.78664206971126,9.306470084382452,187.13644039048603,184.01974650602713,223.2139901367097,1149.3878111401923,112.12321524953106,110.25584116383776,133.73915957032062,6.886582681852219,3.2793250865962946,12.664116496122332,0.09677419354838711,2.9117236187236415,0.06979570627678505,631.8914580619615,10.658904805909986,37.60556911143407,10.936410437459882
BE-Vie,MF,15.687872366380946,29.74590868932747,20.988390450728566,25.425676957180624,6.72514009475708,0.41617334933055283,0.20575799310343063,0.010011720364323375,1.600579105528255,4.351260639001943,2.3685125528323945,54.34270648189272,0.17546247527772707,0.5275711660888054,1.05,1.8423559904161344,34.6,5.1,78.91667722,50.3051,5.9981,17746.47006867826,8.16829952727017,106.93436706958433,0.2649738236534897,1.8896861165380565,19,451.7973593693366,555.4545620096419,0.7561299360857946,408.8850259328939,2.3226101071808674,430.2831993993682,389.41431041227986,529.0043447710875,2832.943684697854,245.22804589317658,221.93594943642717,301.49144079596743,16.145581442492414,3.1658002828416505,5.832531115554406,0.14739884393063582,6.744872483690854,0.11145267844039168,-71.96636253771892,11.156028265184329,40.4075965646307,9.503153840326858
BR-Ban,EBF,16.70669153325045,34.224565919519115,25.961154222488403,31.0794595336914,6.362345123291016,0.7092132207872185,0.11434023909183655,NA,NA,2.6960925763903445,0.9410723339589409,NA,NA,NA,NA,NA,18,NA,120.4028023,-9.824419975,-50.15909958,4012.28002089262,26.45834733968235,204.16052319216942,1.1600335215347284,-27.85846009620439,4,457.2664348756438,500.37064966797004,0.8618097999101288,428.74774600928464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BR-Cax,EBF,17.546013957002753,39.75058444900083,24.118448009490965,27.968077796936033,7.477075576782227,0.7160584865547683,0.11875448281665679,NA,NA,NA,6.945586090021087,NA,NA,NA,NA,NA,NA,NA,NA,-1.719720006,-51.45899963,5126.900010973215,26.0481039882774,192.601586476705,NA,NA,5,445.62887344655144,500.8189467577986,0.8692762896825397,448.2350264514726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BR-Ji2,EBF,20.497969591928726,43.04749810161025,30.092414283752433,38.36280362447104,14.548166465759277,0.7548210349396676,0.12624833507349054,NA,NA,2.7035925773764986,2.361242869471297,NA,NA,NA,NA,NA,NA,NA,NA,-10.08320045,-61.93090057,4882.579506620299,25.289306776820162,190.16264675934326,0.5536248284193634,-6.990656446797347,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BR-Ma2,EBF,18.88647174687831,40.81675612786476,31.825135789598733,39.47748908996583,10.383487892150878,0.7404612229832439,0.14074690534610468,0.019353043293716815,4.289954151832103,2.6233927166515487,4.7257244446479625,NA,0.17776183175267085,0.8978458333333333,4.435,7.883737238230951,35,5.16,212.3483602,-2.609100103,-60.20930099,13422.797028684989,25.83898547570315,193.19528745614517,0.6689331410955655,1.6416012056000158,8,NA,NA,NA,NA,3.0928490430323268,NA,NA,NA,920.3327199067589,NA,NA,NA,5.177335937825309,1.003359677873122,7.910224055787744,0.14742857142857144,NA,NA,NA,NA,NA,NA
BR-Sa1,EBF,20.28456072551598,34.737280031403316,23.13294458389282,27.83366425408257,10.551850128173829,0.7521615219734331,0.11332778286187928,0.025009297284405173,2.914193515993592,2.603072272296241,1.9936660518930742,NA,0.11722585319310122,0.7528546255167496,2.219488027,2.601813776169479,40,5.18,NA,-2.8567,-54.9589,0,25.93621689007267,172.3256409608726,0.5636449802657812,NA,10,469.6816008532813,530.8938486220379,0.8715280569370167,460.03218914945137,2.605992140411105,211.61709148218858,207.2695070003418,239.19653639205592,1565.1032854795983,180.52083710032858,176.81211213614753,204.04759690512768,13.351178454649158,2.5774475781175985,6.706038616101027,0.1295,5.943583753580002,0.11286288337334367,NA,NA,NA,NA
BR-Sa3,EBF,19.590981054628116,36.02076838166943,28.302710075378418,35.22054042816161,11.220000267028809,0.7648973494572647,0.14502398272384087,0.019762469466056587,3.6400575550405234,2.7224065581618433,2.889084761215593,NA,NA,NA,NA,NA,30,5.21,120.7872163,-3.018,-54.9714,5230.151971101761,25.851719879701957,184.584805670161,0.9191385400364819,-2.502148032654397,5,384.9351978375837,406.8248337324651,0.877813656645454,321.64231686113374,2.662047787671901,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.913775121241732,0.17366666666666666,5.935200438678413,0.15244697170409383,61.767792014732066,5.233586679016235,8.755936104568685,3.961667681880105
BW-Ma1,WSA,6.581673309004272,12.488273255058797,9.211449702580769,11.633300081888832,3.819000005722046,0.37158610306777395,0.21695025121757477,0.003817598857885678,2.1148279529414538,2.8970427286977456,0.9946685584111458,NA,NA,NA,NA,NA,8,1.1,14.81296297,-19.91550064,23.56049919,772.0000031515956,22.824605903675113,238.37680888301782,1.7662122011728363,-13.338206523223212,3,NA,NA,NA,NA,7.205106886485876,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.352975686417087,0.1375,NA,NA,50.05631681061012,3.713032027104158,5.5291144025648595,NA
CA-Ca1,ENF,17.529618901125758,29.89438487156172,20.128287434577942,24.495280020236965,10.288999557495117,0.3389073555150762,0.16485267297071426,0.006842024934788348,0.8062039637757201,5.3668308289841535,3.0287129164692135,63.09208370020386,0.13633086986233012,0.45804533579149054,1.35,1.8404667431414568,32.5,8.4,106.5318913,49.86719894,-125.3339996,11025.75103726983,8.599425611067918,131.46925478691443,0.3349720046513491,0.8535547058239157,8,518.361428564644,614.4881436572881,0.7897360910127454,435.04886860812053,0.44828354484243027,383.97142856640295,322.2584211912004,455.17640270910226,2214.398879374942,281.64672385215886,236.37964132160525,333.87625500280996,16.24282806682808,1.9336700079557236,3.5588553418525857,0.25846153846153846,10.63646463115035,0.20411640506175574,207.18524257374474,16.522415264095883,73.47378666750429,12.538034716014268
CA-Ca2,ENF,7.407612396511876,11.49634843508199,5.731106958389281,7.084068281173708,7.194379806518555,0.3792231766982643,0.17563476044949522,0.004668138503369517,2.2998758395159102,2.6738068890723325,4.7293782986494906,63.09208370020386,0.15951197248357274,0.45765613174215036,1,1.5951197248357274,1,1.365,88.51058055,49.87049866,-125.2910004,6526.273092597723,9.056557061903534,125.18160944455623,0.33765799122500584,1.8947856180882545,5,442.59766746027384,552.6900992219455,0.7231638554240439,406.3463121286,5.809703039308924,442.59766746027384,406.3463121286,552.6900992219455,1149.6348435081989,277.469872993925,254.74345643268086,346.4881604914415,7.207200974375723,5.280000713828368,8.422233285774352,1.365,1.8875390269603567,0.98711866265382,65.07269405793113,5.8645280191220035,29.896872752579593,5.483626571868584
CA-Ca3,ENF,11.001000803405308,22.569030489398326,13.534491033554074,17.099682151794433,6.780665493011474,0.38301566984481716,0.1674557561917553,0.008432683337651743,2.525910851192464,2.7421263740476847,4.145796296649886,58.67110652651415,0.13057659772004757,0.457734490622705,1,1.3057659772004757,7.57,4.7,175.1244901,49.534599299999996,-124.9000015,6887.916015863419,9.825761028323964,134.58784448778331,0.33251625331198503,0.16858398062264285,5,552.6146530496594,637.9513882197759,0.8153499204763636,482.3481679648416,2.152389529791114,552.6146530496594,482.3481679648416,637.9513882197759,2256.9030489398324,423.2110980824061,369.3986337421519,488.56487254134555,17.284131217590513,3.6774747271469175,4.801921380723048,0.6208718626155878,5.764396220525847,0.5062278238096313,125.93159307866341,8.053295695162854,47.57482324335281,6.783644101075901
CA-Gro,MF,12.68238935540052,25.32204528311522,18.711930075558747,23.84926975423639,6.96999979019165,0.5175751089071151,0.2772953582185894,0.011373061769422967,2.6076225624477765,2.963476096792869,3.872940190202236,28.765425906137818,0.11168755501793035,0.4521470561203722,1.465857143,1.6371800030723869,31,4.3,61.772103,48.2167,-82.1556,7123.812001059763,3.4678116765594864,135.20386575356085,0.35739427935204215,3.186426036214428,11,428.4421195418585,521.567196171685,0.6595451057423688,407.26571057910803,2.949617117906028,292.2809508333231,277.83451649701993,355.81038620465694,1727.4565535964523,261.6951824098936,248.76049659464417,318.5765738604763,15.466866951462283,3.596945802665647,5.8888477402593535,0.13870967741935483,6.5196450744032415,0.09148528886103825,86.31909228719134,6.674395351821396,15.512377531826967,6.646370017777857
CA-Let,GRA,9.475187219702459,17.3483958229419,12.774142575263975,14.902670505642892,3.858849859237671,0.5556889460237103,0.3125205215069828,0.0069260853589750825,2.4402958777366375,2.5895768602452964,6.751584374911919,6.324148727984344,0.0751474398094445,0.27730220183486237,2.025138417,1.5218396729730121,0.365,1.22,31.8686108,49.70930099,-112.9400024,2438.200011640787,6.502127884279694,146.07511537027872,0.6119941918091748,0.1219933613398477,8,289.70516093479836,350.50561143363956,0.3054462743450735,283.6198721460524,9.426265947443904,143.05449864704156,140.0496231591919,173.07736028872122,856.6523491585069,190.36509960923848,186.36645974144085,230.31704170841084,11.399621215716296,9.343951816160898,14.219996576181885,3.3424657534246576,3.99415577294527,1.0209437115095608,53.8610417709891,3.374854625895304,7.830256057459111,4.811759289724975
CA-Man,ENF,8.646984755460247,14.522025388602911,8.496647412862096,10.730093437348092,5.237500190734863,0.3282932525358588,0.16240161025909366,NA,NA,NA,1.339458921640966,92.04307285509879,0.22670432122063947,0.4719521679556443,0.79,1.7909641376430518,9.325,4.8,NA,55.879600260000004,-98.480798405,4135.500025108457,-0.2710690565196935,132.36168185739027,NA,NA,15,391.5292062427844,471.6738423419213,0.6000188308765483,366.0966924152225,1.3174084208709413,495.6065901807398,463.41353470281325,597.0554966353434,1838.2310618484694,218.61364949386729,204.41318992406727,263.3630860764495,8.108495911991971,1.6892699816649939,3.0254219559589397,0.514745308310992,7.9997489295258175,0.3088568780919498,NA,NA,NA,NA
CA-Mer,WET,6.289944508573541,11.1120389868413,8.00565620958805,9.672587400674821,3.5399999618530273,0.6003700034622853,0.16249853644912016,0.008073054599917931,5.7176388451311055,1.4722592017139149,2.0752489155884226,15.040831326486733,0.11066323684525228,0.5195833333333333,0.92,1.0181017789763211,0.25,1.3,82.48237948,45.40940094,-75.51860046,5045.0800181776285,6.526222031270617,144.32620465259046,0.36898136981084245,1.2838449777840195,8,432.21450652161946,479.34046629279555,0.6168138236967656,401.8551987932623,5.80099302428426,469.79837665393416,436.79912912311113,521.0222459704299,1207.830324656663,424.52976259033903,394.71024124652723,470.8178260672148,10.91446770480473,8.39574438831133,8.54772229757023,5.2,2.1076051639191187,3.2074318832231814,36.2750810443515,2.5772508624326447,5.754014985459959,2.789021271704987
CA-NS1,ENF,8.55100826879053,16.506589192051585,11.543141400814054,13.670714797973632,4.5338897705078125,0.30179894073165414,0.18154749493247532,0.0040203283867704725,1.3337903217093303,3.936542894243365,2.419453431281123,93.87560788014663,0.2304903367103918,0.47047161603975796,0.675,1.5558097727951448,16,5.68,0,55.8792,-98.4839,484.91599720716476,1.8225319176712158,130.0433062921516,0.4212324971405809,4.466830372806694,4,371.2230763154141,456.78822565461405,0.5974025518683257,355.2931228942128,0.9644084663480454,549.9601130598727,526.3601820655003,676.7232972660948,2445.420621044679,238.6044121888245,228.365401160772,293.601591686852,10.609644881196557,1.867895225562774,2.9060896464879553,0.355,9.507826811646991,0.21207790591325562,103.33799357305236,6.499397142886594,28.548604245069107,5.539031378198518
CA-NS2,ENF,7.861679753105106,15.6341373590936,11.250485973358153,13.371234344482415,3.4010798931121826,0.32558237642178467,0.17090670277282832,0.008259702202285975,2.8195710558868528,3.0558184628736074,0.8562674409563016,93.87560788014663,0.2304903367103918,0.47047161603975796,0.6575,1.515473963870826,16,7.8,0,55.9058,-98.5247,1087.9079984128475,-1.258530044596406,126.76609376550542,0.32816022706554476,4.304004435546394,5,354.2481895944203,423.65414961647934,0.6335414284827319,332.7036635115366,0.3164648239543148,538.7805164934149,506.0131764434017,644.3409119642272,2377.8155679229812,233.754058492433,219.5376967491704,279.55224551293594,10.316335174218937,1.3226070736178126,2.0043765844991794,0.4875,12.311744188032371,0.3088514463853318,204.571327375244,6.568115095446108,11.559663172434114,6.064992467097166
CA-NS3,ENF,8.072424220651842,14.79569333692371,10.571840944290159,12.821898691177367,5.215469837188721,0.37095672615003344,0.19572476953463636,0.008437899431340422,2.663167281773797,2.9275377135213727,2.4290117135641878,63.970566773257225,0.2162874008850791,0.45023580801987906,1.11,2.4007901498243784,4,5.33,10.28070024,55.9117,-98.3822,783.0110030174255,-3.5800043761156815,127.08756319259348,0.2696077527342118,-2.5939415266203243,5,315.38063989913013,363.1876463632307,0.5102771864557227,290.9121398926892,1.0297706913263862,284.12670261182893,262.08300891233256,327.19607780471233,1332.9453456688027,131.36535066265608,121.17349778112421,151.2783807405235,6.1628432364261565,1.1562557666840818,2.7759274553327784,1.3325,10.445303339976947,0.6799443509522506,73.75399315160121,6.2497288144485745,13.135035699799143,6.8984473863429665
CA-NS4,ENF,6.259985384390435,11.774473101066866,6.859734376271565,8.972059952418011,4.161087894439698,0.3085490183974884,0.13849738490535912,0.0029625116660765105,1.4574843360551777,3.3408831592730888,2.2372833647770873,NA,NA,NA,NA,NA,3.25,NA,NA,55.9117006,-98.382201075,854.6100029945374,1.0559695266068256,131.10754488076398,0.3782825398560593,3.732058718917888,3,272.4947172928283,316.8844129663664,0.49091329701218095,269.23908596794723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.1821327160073,6.530000688904638,14.129012628651552,6.877993535554328
CA-NS5,ENF,10.050672335603906,19.78796896567578,12.092882976531982,14.47761270904541,5.168047904968262,0.47826631073152237,0.23759910300509512,0.006493893115282737,2.329116419772654,3.173375281228589,1.9715692534005282,32.022857152950856,0.19759652547671222,0.43000000000000005,0.915,1.808008208111917,5,5.49,10.56021382,55.8631,-98.485,1030.8410049080849,-1.9895751937206005,124.36753382358127,0.29668615369564505,2.554673942711971,5,379.02918952089846,424.9436463694638,0.667849358974359,358.73662766551905,1.271343385187225,414.23955138896,392.0618881590372,464.4192856496872,2162.619559090249,209.63908671449806,198.41537558070254,235.0341356100522,10.944623413153714,1.9935561772593284,3.6043659318170818,1.098,8.220416664667008,0.7332985961538463,-728.0303519588375,6.012291625079952,14.752188463256712,4.7090679404011215
