SITE_ID,IGBP,GPP_NT_day,GPPsat,NEP_95,NEP_99,RECOmax,EF,EFampl,Gsmax,G1,uWUE,GPPsat_std,wLL,wLMA,wSSD,wNmass,wNarea,Hc,LAImax,P,latitude,longitude,Precip,Ta,SW_IN,VPD,CSWI,n_year,APAR,APARmax,fPAR,APARpeak,GPP_k_LAI,APAR_Nmass,APARpeak_Nmass,APARmax_Nmass,PNUEmass,APAR_Narea,APARpeak_Narea,APAR_N,PNUEarea,PNUE,GPP_LAI,LAI_Hc,LAI_fPAR,LAI_Hc_fPAR,WUEet,WUEt,WUEtmax,pWUEt
DE-Lnf,DBF,19.436753259880987,35.27772225481234,27.784305667877195,33.10181648254396,5.702919960021973,0.5337530767824314,0.19025145634145113,0.01596423514792449,2.2555557056226343,3.951411351387408,3.214833543767627,7.031494580325112,0.04412998276594417,0.683742167424113,NA,NA,35,4.2,51.17791648,51.3282,10.3678,4510.000033713877,8.257978816414246,124.75286369322716,0.3355703107868348,2.3785726528944204,11,490.0351591132777,599.0750472071207,0.7051453105580072,459.7018948992959,4.319983864225049,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.399457679717223,0.12000000000000001,5.956219146769035,0.08461743726696087,115.26122591154058,7.829029501699273,15.696029855687812,7.969226806658374
DE-Meh,MF,11.648527474780337,19.702197861686365,11.355202746391296,14.079422597885138,6.956201028823852,0.553262150195085,0.20990053953163657,0.007893575136449053,1.9046290490104616,3.369324571042223,7.133521989942628,NA,NA,NA,1.41,NA,0.5,2.9,42.26458289,51.27529907,10.65550041,1717.1000130102038,8.67594200412273,117.71434869353426,0.3320567265444008,2.350058045013224,4,338.1848547899284,434.2095182481462,0.5167745265995176,325.24706051301956,4.621550228496775,239.8474147446301,230.67167412270894,307.95001294194765,1397.318997282721,NA,NA,NA,NA,NA,6.793861331615988,5.8,5.611731714182189,2.9972922542772023,103.25826633684652,7.146218220207689,23.93911723208715,8.865756880243266
DE-Obe,ENF,17.337057204601198,34.36328164402958,22.982062789372034,27.25471029826573,8.012740898132323,0.4341278995147032,0.20472627205177468,0.010488133135390177,1.443530478516087,4.418728725647051,2.1995797711728793,NA,NA,NA,NA,NA,20.5,NA,87.22080464,50.7836,13.7196,7133.792021732777,6.454730445215314,117.50275825894938,0.2718310719600174,2.21045154607629,7,459.338634732001,545.0341204449576,0.7345366405355904,432.36227795199017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,339.5292505237308,10.948582293958594,34.66811440583159,10.85411853145989
DE-RuR,GRA,15.333039007066045,30.575937498311426,18.59174473285675,22.454948096275334,7.785170078277588,0.7387185873896519,0.19526376680662982,NA,NA,NA,1.3701062169496052,3.9787415343927846,0.04372401613140835,0.17680668904515773,NA,NA,0.4,NA,NA,50.6219,6.3041,2750.9000161513686,8.528851726047026,130.51226440562377,NA,NA,4,470.5647082025601,541.2016891727009,0.7741321048336567,447.7896003789617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE-SfN,WET,7.5821416344225865,14.747209578769636,11.264115079243975,13.799581975936883,3.8291399478912354,0.484183337241274,0.14730911573430405,0.007598958272455504,3.1935624049143443,1.6535688237738775,1.0900400431189958,NA,NA,NA,NA,NA,2,NA,72.53095208,47.8064,11.3275,1522.3500091284513,8.810299661604814,137.848967367329,0.3127689249370419,2.967125085029852,3,492.35800758874217,595.2886327924248,0.7234298208534622,464.0788354599264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.48938435333322,3.9850492987857327,13.536555181225017,2.8382517398371396
DE-Spw,WET,17.916276948290946,34.290537258517986,26.475815849304198,32.708879638671874,7.340216159820557,0.5813796832044119,0.2339116407596592,0.011990161450869893,1.8716860589847268,4.349173602955371,1.5337730728386008,6.261083230226854,0.07316424520229772,0.5661867774317096,NA,NA,23.8,NA,NA,51.8923,14.0337,0,10.713432556876262,125.91244934310002,0.47284542067241564,NA,5,484.4622219361671,600.1499479036413,0.7082886579295704,456.6653903001502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE-Tha,ENF,17.087655510342124,31.8046848803243,22.418315706754985,26.394063691590954,7.006740093231201,0.3916981009008317,0.20888359325149886,0.00804589804102238,1.1254330856131907,5.368000045466056,2.628093739088929,53.220884159443706,0.191391532463714,0.46166851959181876,1.4,2.679481454491995,29.4,7.6,70.66035989,50.9636,13.5669,15072.900112949312,8.757313044587281,123.72064356431984,0.4002480662349305,2.1686652017273973,19,483.79109048757437,588.0239266253409,0.7626207040054633,470.65776998917244,0.7114953494149744,345.5650646339817,336.18412142083747,420.0170904466721,2271.7632057374503,180.55399848971774,175.65255740066496,219.4543745169622,11.869716368816658,1.5618047853706127,4.184826957937408,0.2585034013605442,9.9656355513075,0.19714004593338508,159.28474039514686,12.46055789775933,43.47772078724925,10.84426055893892
DE-Wet,ENF,14.100147838926405,29.26530806168412,18.988689384460447,22.860380710601802,7.263530111312866,0.405613669075223,0.20907149909908074,0.009712156286747833,1.7720599643690045,3.580396479981935,3.464877052198417,68.83352029435392,0.20933496848092312,0.45685791045559526,1.4,2.9306895587329236,22,7.7,82.21681868,50.45349884,11.45750046,5108.00002066046,6.410331788513868,119.6702898969147,0.2795902572767484,1.888878208430102,5,437.40552374951943,526.0938083469239,0.6753983511325677,411.6358442054138,0.6227580423405527,312.4325169639425,294.025603003867,375.7812916763742,2090.3791472631515,149.25003654724543,140.45699346722466,179.5119536899634,9.985809644859453,1.2968583954362924,3.8006893586602755,0.35000000000000003,11.400679298502816,0.23638942289639872,330.19858200725247,11.832650700715286,92.44503583214072,14.571629461570632
DK-Eng,GRA,7.578076283591577,16.86787016526731,10.131534898281096,12.223766698837283,3.7140870809555055,0.5809302362311005,0.1892844803062848,0.007891182103531357,3.183136478975079,2.3502208794494854,0.6289784860107703,NA,NA,NA,NA,NA,0.4,NA,NA,55.6905,12.1918,0,9.128585661391302,133.03340546824836,0.2914182629924761,NA,4,464.14076226440545,582.0103174287178,0.5878962877829094,459.5534737635457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DK-NuF,WET,4.439432252770429,8.285806592214792,5.282176637649536,7.106472080094474,2.417110013961792,0.38065053728007575,0.17132138401160202,0.0063539308653187045,4.749275415831548,1.4166236862134802,2.9984811236445985,10.787856057950112,0.09051931955814395,0.31005322502989,NA,NA,0.1,NA,76.4290119,64.1308,-51.3861,6247.400020815432,-0.30006209730010736,96.79063647206418,0.1944482786843082,2.3599585806190837,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DK-Sor,DBF,20.738965971078645,40.366081339487216,27.498860861125742,32.72542079925536,9.449999809265137,0.5609447355509274,0.2616698304689929,0.023273833739950414,2.5440029188605973,3.8513858431864794,2.156802040845826,14.59836284008409,0.06711192084210695,0.6324289989516749,2.27,1.5234406031158276,29.2,5,65.85883271,55.4859,11.6446,14577.780107289553,8.548844404687154,113.81566089724076,0.23766221539781984,1.871367373289804,19,468.26091000153895,568.7868297490113,0.6763296700879564,463.136337074977,3.313449731203995,206.2823392077264,204.02481809470353,250.56688535198737,1778.2414686998773,307.3706379125153,304.00682253561064,373.3567482615968,26.49665583083988,5.299331166167976,8.073216267897443,0.17123287671232876,7.392844379206005,0.11580987501506103,222.43746462494562,8.733119949928083,26.78698520513224,9.086649917651355
DK-ZaF,WET,4.805913736604392,10.925706490325727,6.7377431213855745,7.788900202512742,1.9191399812698364,0.35916886211713617,0.17394364736369416,NA,NA,2.3348736393022462,1.805703241451446,NA,NA,NA,NA,NA,NA,NA,NA,74.4814,-20.5545,713.9000042676926,-2.1730737165314453,114.86506835150388,0.15224410496105653,1.5299223934312072,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DK-ZaH,GRA,1.4966719312131196,3.2029407417680074,1.911764256443296,2.35078168119703,0.8695611953735352,0.2597232913147507,0.13274569521235696,0.004573789023188647,4.951461146302382,0.6464384981423937,0.421060843452257,15.281704686497793,0.1210287602303992,NA,NA,NA,0.1,NA,12.06131119,74.4732,-20.5503,2320.2000150978565,-8.847932736194537,102.1935834385517,0.11499962337509623,1.0259510504471172,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ES-Amo,OSH,2.015735452530701,4.332639508466253,3.5753424704074845,4.836388011376061,1.1105460405349739,0.2792413212535012,0.18456686661125016,0.00460178050161753,6.827567063208866,1.1218559538923218,1.1223570582380662,17.57211305233404,0.2737682915001314,0.7241303277436082,NA,NA,0.42,NA,NA,36.8336,-2.2523,1393.6830010265112,18.141165060281065,216.51915286800065,0.7912092879258451,-0.7431361241275947,6,126.33589800278165,153.26845130439952,0.20653074439914834,124.58996746954024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.51136370590151,3.4756808357705418,5.5238423641902035,4.191930689826867
ES-ES1,ENF,9.356163761471754,19.14079737320694,14.08999267220497,17.462436362504953,3.7660000324249268,0.30668030141185804,0.1765591341792218,0.008565351792115861,2.3968956878765777,2.5080295723078154,1.958825523032431,33.236208891891735,0.2188499028464002,0.598445966051533,NA,NA,10,3.63,49.02492397,39.34600067,-0.318809986,4396.100029416382,17.40734097694525,185.83339484960166,0.5216167412462491,-9.15594724139274,8,323.105324452674,397.516563140556,0.47390964041415096,304.8810125874833,3.116847409173595,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.272946934767752,0.363,7.659688030038243,0.1720291994703368,79.24347635828599,5.881992148199806,14.355378933582283,5.4161708600645655
ES-LgS,OSH,3.840699033335736,7.576329243784415,5.830061070124307,7.0227393611272175,1.7941999435424805,0.31093289716530714,0.13985578793199474,0.0051754322874749854,2.6386486314464492,1.6363247549453261,0.7715798840659536,NA,NA,NA,NA,NA,0.2,NA,50.14377895,37.0979,-2.9658,1336.3000064641237,6.708611341387433,225.29971375869306,0.4975532072540223,-4.79401414931559,3,316.9960706025815,371.4897612455062,0.407920866217571,323.64187598240534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.14474194533566,3.273356748442414,8.31645489603025,2.8814691584655487
ES-LJu,OSH,2.566481939673688,4.512659416948298,4.263026408354441,5.066474480628967,1.0616859674453736,0.30450755590894274,0.13701074035130809,0.0039733856005100335,4.300765941244899,1.0140716042441653,1.004007716714661,NA,NA,NA,NA,NA,0.5,NA,40.64562354,36.9266,-2.7521,4375.16298623383,12.064946203800373,203.37409340270884,0.8369242453965772,-2.610136289293551,10,187.75999908728613,232.63394963824425,0.2427632990407746,195.49339285640474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.826073721763112,2.1623095366275003,3.978981205827496,2.023846182104673
ES-LMa,SAV,8.395169264645311,17.443950605752253,11.7208093325297,14.173703095118205,4.198081398010254,0.522772844751267,0.2932193842285869,0.01405179600191905,6.002483592268028,2.316629486011143,3.2263262159356554,22.982668119960532,0.1333379152611024,0.9018354868992353,1.32,1.7600604814465517,8,2,47.29037255,39.94150162,-5.773359776,1941.5999977588654,16.163064502512828,197.0341880697645,1.1199879706005516,-9.751290034964455,3,281.98409398164193,380.7942198288346,0.4609025995454687,312.8571922338965,6.417270800666382,213.624313622456,237.01302441961855,288.48046956729894,1321.5114095266858,160.2127295931819,177.7536599064861,216.35291732467564,9.91099498547657,4.955497492738285,8.721975302876126,0.25,4.339311607208015,0.11522564988636717,66.62317664873245,4.75160961167547,10.998634981931849,4.517838865102023
ES-VDA,GRA,5.633928343797541,11.816425894540496,8.280027246475218,9.955719668070474,2.805035877227783,0.5118389836765278,0.11994514284064928,0.00880564902668881,3.9067431495296856,1.4759375897162816,2.2319550389979548,NA,NA,NA,NA,NA,0.1,1.4,131.0166354,42.15219879,1.448500037,2430.9760109186172,6.5059545897153805,191.48922099241145,0.3804740632268643,0.9628920709559883,3,338.4243322548936,398.99669468748897,0.470451763409433,344.3412232221975,5.867863442569069,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.440304210386069,13.999999999999998,2.9758630084708244,6.586324687732061,45.29720496086911,3.4899071322892543,5.788185645293956,4.149229913130213
FI-Hyy,ENF,11.899486324043625,24.833784313694064,14.8814581519679,17.60711968672903,5.386759948730471,0.42864593326961353,0.2231930820047623,0.008463198898223013,2.1870942696718236,3.5829626044998504,2.1480957214874796,40.2932660075291,0.20665519307877397,0.5287034139713415,1.257757597,2.5992213905432977,18.45,6.7,47.27317423,61.8475,24.295,11052.97001757659,4.501010451132197,100.0178536049727,0.27857370922680535,2.61504490909361,19,430.19272214412035,493.879269303864,0.6582375964820716,412.0896312805197,0.8712772825256531,342.03150366192574,327.63835596257564,392.6664966936901,1974.449160388897,165.508303259308,158.54349028513627,190.01046663463777,9.554316690392897,1.426017416476552,3.7065349721931438,0.3631436314363144,10.178695406959314,0.23903479113441084,39552.74690070353,7.8774055238841845,15.351265292129758,6.873935461782841
FI-Kaa,WET,4.105466779550494,8.686592696136831,4.881932640075683,6.4712759331294425,1.8833179473876953,0.5739601761839601,0.14859695284233843,0.018260939322461294,11.56003517848352,0.9844062169975737,1.9405880919021194,8.6029286698065075,0.07311021639228228,0.3635255248384763,NA,NA,0.5,0.7,39.77548711,69.14070129,27.29500008,2610.6000076830387,0.19698349571328044,85.76568120650644,0.15501042089640932,3.167632458162554,7,189.8201170479147,204.7511052132299,0.40144940476190477,204.37976157196,6.1213384132051925,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.409418137338331,1.4,1.7436817484264606,0.5620291666666667,62.26639281839115,2.5744451695711192,4.687002407358168,3.9505959656048306
FI-Let,ENF,15.339979867182036,35.34141254440122,17.470546329021452,21.159478373527524,10.53974018096924,0.4110320284697509,0.23906761636475227,0.012441292039555558,2.4411010937910964,3.6743234047774753,1.6096745399486547,NA,NA,NA,NA,NA,19.2,NA,42.21666702,60.6418,23.9597,1707.8000233620405,4.3973240307682655,95.37126875719592,0.2201642797867454,2.9126561556088735,4,554.5830510422707,616.5145503516729,0.7695093795093795,497.97759841176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193.42399871533763,9.256634732447976,37.539002071248134,9.982335309645194
FI-Lom,WET,7.977170200700888,16.334162015443475,10.327142095565794,11.950671586990358,3.4171080112457264,0.572667971287977,0.1624652723527908,0.0177499974758401,7.322628892799622,1.7655170460111376,0.8306799812539685,NA,NA,NA,1.53,NA,0.58,1,44.1793862,67.9972,24.2092,1605.3670011553913,-0.09562973481997482,87.36461549427004,0.17800264977276728,2.58875979777647,3,278.3107365264851,315.04297457509597,0.518747224997225,255.17180993968617,9.907170063079969,181.90244217417325,166.7789607448929,205.91044089875552,1067.5922885910768,NA,NA,NA,NA,NA,16.334162015443475,1.7241379310344829,1.9277211555307103,0.894391767236595,56.270955272538494,4.117323839223587,6.372296539903585,4.495893523699896
FI-Sod,ENF,7.470947953033873,16.494699147091513,7.5747182709830145,9.453924412046161,5.879640102386475,0.35079257106234246,0.1678978581173013,0.008114075530426083,3.6607855414453256,2.589789095737266,2.2313690788646032,37.486792929653916,0.21783634071123045,0.5441287858898358,1.05,2.28728157746792,13.5,1.2,45.54547674,67.3619,26.6378,3741.3000278398395,0.8360798068627793,91.06383139929804,0.21279523474177917,3.7401812916800394,14,271.30169451796434,330.15285899199,0.454762876518323,239.64325110282033,9.052482825794035,258.38256620758506,228.23166771697174,314.4312942780857,1570.9237282944298,118.61315947741876,104.77208117424337,144.34290130447243,7.211486031969694,6.00957169330808,13.745582622576261,0.08888888888888889,2.638737816919518,0.04042336680162871,67.34228937124179,6.261966807412184,10.551367724037396,5.501632527915152
FR-Fon,DBF,19.11264484464653,35.951304187075486,29.287625713348387,35.676976142883305,7.294722175598144,0.6374435486810083,0.25875142557589004,0.015149818144323195,2.2464041893807982,3.4870486459293613,1.9054306549609317,7.482851872711779,0.06200532985933442,0.6980885482508984,2.4,1.488127916624026,27.7,5.2,56.55371882,48.4764,2.7801,5914.898987069726,11.556802258752683,135.33381578066206,0.3639625640793082,-0.29467172396066443,10,488.9877716053511,580.4481526106189,0.691923827469322,471.8576015916059,2.67023200344606,203.74490483556298,196.60733399650246,241.85339692109122,1497.971007794812,328.5925666354483,317.08134517230496,390.05259301057015,24.158745888347276,4.645912670836014,6.9137123436683625,0.18772563176895307,7.515278118140185,0.12989183764767057,72.96221710941647,6.926475644572592,13.065976252223408,7.157106285497984
FR-Hes,DBF,18.342982196664607,33.57519534576757,25.92847424507141,31.049886156082152,9.107909774780287,0.5969454704610635,0.2890776719617406,0.010115519680902792,1.4479760102710628,4.37646851179523,4.337132347789326,6.9088014668330135,0.049164502295853174,0.6763511032042794,2.30025375,1.1309083077291988,16,4.6,81.00413951,48.67419815,7.064620018,9373.220104772598,10.343815012797995,133.0705723386493,0.38794260706691747,2.1691699056615223,10,525.1522810538245,626.5334199564179,0.758198826047567,501.16788997277666,3.366210263133919,228.30189106476817,217.87504529566647,272.37578460916234,1459.6300667162295,464.3632710668658,443.15519352678024,554.009034750538,29.68869811663573,6.454064807964291,7.298955509949472,0.2875,6.06701018515084,0.21798216248867552,-70.86129462850478,9.618385135666715,60.70984131809892,24.71918053546814
FR-LBr,ENF,13.740251074625027,26.840526625680788,18.334894573688505,22.90791990121206,6.7317399978637695,0.47788596900712216,0.21199413978208348,0.009304251347590598,1.9255799401065212,3.5054228499097455,4.420203563833701,39.11870732473648,0.42261750576814466,0.4958434575024153,1.26,5.324980572678623,21.9775,3.2,80.2384239,44.7171,-0.7693,9739.022067546844,13.401043131835527,140.1232255060854,0.458211055739821,0.3378945474546244,13,348.37190944361606,435.00979914504506,0.6192288439040091,339.06803139743,5.419008866867789,276.4856424155683,269.1016122201825,345.24587233733735,2130.2005258476815,65.42219350640272,63.67497998717932,81.69227909994463,5.04049287304333,1.5751540228260408,8.387664570525246,0.14560345808212946,5.1677179309432395,0.09016186101662288,78.38013230594298,7.537366205746632,18.62781693543261,6.895852930721104
FR-Lq1,GRA,14.408935691500998,27.55506228581002,19.457892608642574,23.919375406901054,8.537234878540039,0.749584013015153,0.17449519456357754,0.02497637222617602,-2.228528122085743,2.508374968378109,1.7385972581207607,5.094481035548989,0.047609968620080184,0.2080727665260018,NA,NA,NA,NA,NA,45.64410019,2.737030029,2925.800012022257,7.6632417977344405,137.0982332345423,0.39708943805197966,-0.736446925157142,3,461.74135351352515,582.4814319310964,0.7158713028288085,469.66628494413857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.44100097359684,6.26336655808582,20.167526343805363,6.950576120556632
FR-Lq2,GRA,12.02314028345092,24.763359864431425,18.047645982106523,22.255010992685964,6.699794864654543,0.7109012181182348,0.18820993814986153,0.03391185337268219,-1.3265033421825283,2.274302956621273,2.524600293223639,6.517516527129816,0.046261318766902156,0.19083945437207078,NA,NA,NA,NA,NA,45.6391983,2.737030029,2925.800012022257,7.6632417977344405,137.0982332345423,0.39708943805197966,-0.19587936421256397,3,449.88742922646213,566.4621973005369,0.7010551911793524,454.44351792241224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.09236124676593,5.435949856423617,22.76374828860896,6.133638133707358
FR-Pue,EBF,9.256938145450839,17.60000569509638,11.792912093798316,14.420995848337808,4.50282497406006,0.3647358930148701,0.22386772249669068,0.005798142763579559,1.7614924702735921,3.572328956729452,3.582715908651476,23.2432900869971,0.15383416567642338,0.8123263687334851,1.23,1.8921602378200075,6.3684,2.9,79.47722031,43.7414,3.5958,13781.22508636117,13.715720736376776,169.82999276390967,0.6584675869600293,-1.2806120504817615,15,418.5080111856797,508.63053763353673,0.6579531205794732,405.2731850349828,4.128438406351238,340.2504155981136,329.49039433738443,413.5207623036884,1430.8947719590553,221.1800051711532,214.1854463139472,268.8094419632976,9.301540822659751,3.2074278698826726,6.068967481067718,0.4553734061930783,4.407608854329787,0.29961435363363986,127.55102813331214,7.0196825349892835,21.172129993645584,6.286252984783644
GF-Guy,EBF,23.33279810880744,37.37786157258927,27.82651744322343,34.77133583242243,12.515699863433838,0.7002373667339413,0.15783380927292456,0.02299402564271347,2.851248418611343,2.8328227510624058,3.528248785983276,NA,NA,NA,1.59,NA,35,6.74,256.6034698,5.2788,-52.9249,33970.680096805096,25.613379829217642,200.1161876692106,0.572913964056456,-2.988058230080221,11,495.83729325610244,530.69509200024,0.8656788881744424,478.83683630809566,1.2854111041558693,311.847354249121,301.15524296106645,333.7704981133585,2350.8089039364318,NA,NA,NA,NA,NA,5.545676791185351,0.1925714285714286,7.785796895444015,0.16670502017987834,65.90413675045633,5.646363874067978,8.866906860146466,5.127822119972124
GH-Ank,EBF,18.823144740886477,40.40232220767384,29.76827665964761,38.98599516550698,8.924050331115723,0.6894303200059047,0.18603056112770822,0.023178162574198163,1.3832551902061412,2.57421700569265,7.550661245480376,NA,NA,NA,NA,NA,27,NA,95.1666654,5.2685,-2.6942,2846.4000017941,25.287939482202066,154.77244333255226,0.2998462864952552,2.8044461198744868,4,371.87045095998593,395.6328536763417,0.8058653002699055,353.501370152418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.62674528283735,8.320197853369262,14.558984756139232,10.236962554379033
HU-Bug,GRA,10.47837979765774,21.093346573734788,13.741001510620118,16.572036876678464,5.167353868484498,0.6242182640964877,0.180545191833257,0.00997418975848341,3.501013521686186,2.5827394790212597,4.338174586322122,NA,NA,NA,2.15,NA,0.5,4.7,39.76361871,46.69110107,19.60129929,2200.3000216037035,10.359374727454922,132.83819984422615,0.48306785723306517,0.4752551872938637,5,322.1208146875365,368.21513173306727,0.4878976441977743,302.78970015724,2.0116547910593203,149.82363473838907,140.83241867778605,171.26285196886852,981.0858871504554,NA,NA,NA,NA,NA,4.48794607951804,9.4,9.633168054598778,4.586237855459078,61.27572614058941,4.558252618128078,8.33571307200683,4.238209970638866
HU-Mat,GRA,9.370073414515806,19.976521078163568,12.656003411610921,16.732679958343507,5.5982375144958505,0.6805033187062162,0.15319647899703404,0.007492301127116657,3.3074643170395985,2.4316820858450097,1.9273123980032207,NA,NA,NA,NA,NA,0.2,NA,33.74889024,47.84690094,19.72599983,861.2000076323748,10.27153056088285,139.58509157660086,0.5332509256281629,0.5216911551043901,3,445.78293165468233,620.9484966284504,0.5807267327443798,445.8405437284858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.01015988182182,4.346431686533018,9.712037309830801,4.123982445405148
IE-Dri,GRA,15.02107610624688,29.845391294673888,19.595597521464022,24.308897412618,7.887178897857666,0.6030999757752575,0.176318194490107,0.015065778134558186,2.485500673692134,3.0380930139719373,0.9693150393305875,NA,NA,NA,NA,NA,NA,NA,115.2407441,51.98669815,-8.751810074,3809.8000486642122,9.59614245872813,109.44441574765051,0.19936793238735034,2.4368573726780873,3,403.7928068334001,477.65157046483955,0.8144502976190476,397.2114613469706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186.87255197929613,11.947736041370321,37.519286309160016,12.213100011948207
IL-Yat,ENF,7.387648964004463,15.01903784701248,11.8245974222819,14.09285146077474,2.4429984092712416,0.21331803892304063,0.21732837715572567,0.004626173108926579,1.4852917350314205,3.1469875328483665,2.121965634062357,34.08380224705885,0.21954457767310964,0.6082948332030076,0.97383396,2.1379996547193194,10,2.5,22.91856061,31.34499931,35.05149841,916.5,18.404967343109867,251.813377908168,1.1471716320998684,-12.908578399624362,6,220.8293302855362,264.9756596062117,0.3343502004837291,221.61773834019417,4.3030263873938175,226.76281517799626,227.57240704585223,272.0953165426801,1542.2585845139845,103.28782317531622,103.65658284883519,123.93624995276167,7.024808359468238,2.809923343787295,6.007615138804992,0.25,7.477190073112161,0.08358755012093227,82.29347229309917,8.07588321450965,25.05485097929041,10.15591397266836
IS-Gun,DBF,10.612385335590503,26.184031708739308,15.050642617543538,16.785501448313394,3.537465143203735,0.5206261812247488,0.2283719969696711,0.008910482691258687,2.8522013819555116,3.0451352636576225,6.96349917146534,NA,NA,NA,NA,NA,NA,NA,NA,63.83330154,-20.2166996,1203.9000132083893,6.2828097040098205,102.6379559292407,0.2008915353728599,4.177588144115493,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,169.70687299514987,9.572982372366765,40.431696416904146,NA
IT-Amp,GRA,11.860940715934372,25.24786527712514,15.238349723815915,17.905524589538572,7.748110008239745,0.6235882748567915,0.16635402746990258,0.0142855703810052,3.267955003545104,2.608009557383406,7.196910615727018,NA,NA,NA,1.59875,NA,0.4,2.5,67.04077686,41.90409851,13.60519981,3660.600029990077,9.954103413650154,152.48348873956502,0.4921837333857862,0.01747465118210002,5,380.3299344934376,480.88451562708354,0.6239944328773274,397.34525241434363,7.233634512376185,237.89206223201725,248.5349506891907,300.78781274563477,1579.2253496247156,NA,NA,NA,NA,NA,10.099146110850056,6.25,4.006446000603152,3.899965205483296,92.93863594522001,5.856600156961022,26.432701388514815,5.474151573880939
IT-CA1,DBF,12.110919288318371,24.95040812624369,18.426833617687222,21.93523491382598,4.39670991897583,0.5972822657413508,0.2824161242631811,0.014261825520186244,4.155449502894326,2.610824688813491,5.257843742539025,NA,0.07431324825243107,0.5012678456664147,NA,NA,5.5013,NA,51.71880995,42.3804,12.0266,1786.8290126472712,15.428262615911645,185.42015918411784,0.6755980156392487,-3.9322945615997926,4,345.21468189436223,426.5904318526776,0.5390057496845471,342.90617955588135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.57617962539012,4.18506968287079,7.5460188751022415,4.204766022579218
IT-CA3,DBF,15.714425838811254,25.384980737204522,19.169759813944495,22.049535636901847,4.817504119873046,0.6188035736686641,0.2348273846219966,0.009191869975706372,3.2170643681040385,2.7411390478267736,13.944028128966083,NA,0.07431324825243107,0.5012678456664147,NA,NA,7.5,NA,49.99111276,42.38,12.0222,1492.6000108867884,14.468701013360462,180.47753904811208,0.6249814665702537,-1.0671970108976274,3,299.85660834699763,373.0230058893457,0.5680871909660329,303.2844006071695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.42306570138373,4.24290071892607,7.724451427942503,5.116368701957887
IT-Col,DBF,17.676764087308772,30.046032309176127,25.532705673418544,30.417995037279624,4.420060157775879,0.43650441522302674,0.23939911798238406,0.009593233930413319,0.7569107798775994,4.286853301689625,3.565682197482652,7.002212991595432,0.046792937545352915,0.6820274801368155,2.503333333,1.1713832030626916,22.5,6.6,124.9485941,41.8494,13.5881,12257.737096861005,7.96068746734442,177.30715490282594,0.35829401313040643,2.0725113227637215,19,575.3726255456077,652.5542252464054,0.6893495759948362,545.4333958041614,1.108192839402409,229.8425934576119,217.88284788686644,260.67412463380697,1200.2409712321012,491.19077688773564,465.63190796835266,557.0800601718046,25.650045374236157,3.886370511247903,4.5524291377539585,0.29333333333333333,9.574242488617182,0.20220920895848526,111.56640052484344,8.766564139016433,15.839799814912107,9.306539134073532
